Gene	ExonID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
EXO1	chr1:242035334-242035580:+	0.277638773960245	0.303446579246902	0.410425415963841	0.268574016945268	0.489519708442318	0.471182488542204	0.975019125119579	0.0306529534739984	0.637210152458637	0	0.767451384010284	0.477384673288576	0.997341776454643	0.0239389624727037	1.18006569008176	0.130783365801403	0.124441568833186	0.17392878736085	1.026362675303	0.0396243967626266
EXO1	chr1:242042051-242042645:+	0.451415760070655	0.241439778249531	0.58212579656384	0.404158757012385	0.216759875379724	0.557460357662663	1.28172682190089	0.0763490370562449	0.483041148820307	0.108924360904451	1.07161775377693	0.634159404650908	0.569281009795644	0.0496884347122505	0.970509074750927	0.195449695580853	0.335783090355764	0.375452326867691	1.50307986748739	0.0493473579850526
EXO1	chr1:242045218-242045319:+	0.392187451125215	0.612347263676346	1.82210107054535	0.650370413583149	0.0790270378988578	0.627550402631946	2.36107572455427	0.148456460942698	0.469623339130854	0	0.760269352341739	1.07895176485745	0.679255750324348	0.0579698404976256	1.83318380786286	0.760082149481095	0.0753359497593061	0.75812489079053	2.96868136557548	0
EXO1	chr1:242048616-242048809:+	0.677519705699377	0.804889444523032	1.39347185901125	0.256460498139747	0.207751491383595	0.689893741600068	2.35864162586917	0	0.14109449364167	0	1.33243082369171	1.21560839486885	0.317452859258115	0.396226847937379	1.27566914464684	0.466235957671393	0.277267361485281	0.310023580770011	1.96014108865857	0
EXO1	chr1:242052767-242053047:+	0.67112504346084	0.200047967279319	0.901913503052213	0.206567827090021	0.688463305254106	0.372753975811146	1.62838603351822	0.0269440551888883	0.121763041665854	0.102506911408697	0.2759696581454	0.447597681811732	0.657500228071967	0.231466765260982	0.48928393448297	0.0459836175842655	0.136730727321161	0.275191241496918	1.15278101194076	0.0696599715328738
DNA2	chr10:70173822-70174862:-	0.752082810762145	0.515995215847157	0.405759997370592	0.525731703199058	0.518799977906623	0.76581864696348	0.755725678598928	0.109096246514087	0.637635970544897	0.587986930594794	0.595946005293813	0.377566488319815	0.650763113983493	0.477123528706682	0.523012095038684	0.179981027710941	0.0664345839376013	0.288878840871191	0.405878291386233	0.310257884737915
DNA2	chr10:70176464-70176612:-	0.153415608877361	0.586867041966324	0.623672178508812	0.612177520168031	0.919683783333016	1.13257723672074	1.07753791456168	0.203255825720204	1.24002174109911	0.289977605092387	0.636109033055504	1.37170665407572	0.41332788386627	1.34925776406554	0.996563009643569	0.260162346466683	0.154716782727166	0.172994941522671	0.283570000894677	0.525488644315101
DNA2	chr10:70178791-70178970:-	0.253988063585853	1.04099034824979	0.610127782712914	0.552814851545676	1.07476771542447	1.32546251707414	1.20414861952268	0.883315942609055	1.25456520596385	0.160024678365799	1.24458908790759	1.13546828587379	0.299375682550361	0.689841101921744	1.49710010975467	0.466605986209227	0.12807111459082	0.668273051882023	1.05629825333267	0.0543734777798265
DNA2	chr10:70179560-70179649:-	0.888958222550487	1.24918841789975	0.375463250900255	0.644950660136622	1.07476771542447	1.55176099559899	1.78392388077434	1.68250655735058	1.7487878628587	0.960148070194793	1.34032671005433	1.04812457157581	0.342143637200412	1.18258474615156	2.13871444250667	0.502498754379168	1.02456891672656	1.33654610376405	1.25190904098687	0.543734777798265
DNA2	chr10:70181982-70182186:-	0.362397602921278	0.304680101926767	0.741768861534649	0.283149070303883	0.589811551147573	0.936733771733538	0.704867484598642	0.258531495397772	0.567475170768571	0.807929473700497	0.462342663050098	0.57519031366965	0.525732905942097	1.2114282765455	1.20721860517798	0.819405634318643	0.224905371964367	1.38311565441785	0.412213952520067	0.19097026342183
DNA2	chr10:70182272-70182361:-	0.126994031792927	0.138798713099972	1.31412137815089	0	3.76168700398563	1.03450733039933	0.713569552309736	0.252375983602587	0.532239784348301	0.480074035097397	0.670163355027163	0.174687428595968	0	1.97097457691927	2.01650218864915	0.358927681699406	0	1.43201368260433	0.234732945185038	0.434987822238612
DNA2	chr10:70182454-70182647:-	0.500775434647365	0.225369044466449	0.435459955941017	0	1.37115984313173	0.749884501739204	0.744834197642895	0.429299353550793	0.0705472468208351	0.816620781351242	1.33243082369171	1.01300699572404	0.634905718516229	1.61538638005239	1.10557992536059	0.0999077052152985	0.158438492277304	0.575758078572877	0.217793454295396	0.100899237117204
DNA2	chr10:70190193-70190412:-	0.337688675449373	0.511031625504441	0.537595109243546	0.527686903748146	1.02591463745063	0.608360844865514	0.656808337921462	0.447393789113677	0.528783681852533	0.91650497609503	0.822473208442427	0.750361909196316	0.279935703163974	1.02132318985817	0.874928635570911	0.469868965133768	0.139713943189986	0.156219674465927	0.192054227878668	0.0889747818215342
DNA2	chr10:70191614-70191728:-	0.695706435039511	0.760375558721584	0.146920402526187	0.576850279873749	0.490654826606821	0.657811726395225	0.48864001951645	0.39502327868231	0.178515207172722	0.563565171636074	0.974026242710286	0.205067850960484	0	0.205666912374185	1.09991028471772	0.393259894731523	0.467737983722996	0.373568786766348	0.428642769468331	0
DNA2	chr10:70191963-70192072:-	0.831233662644611	0.0567812917227157	1.38238742376912	0.979989964103699	0.439677701764554	0.899316031540325	0.218936112640487	0.20648944112939	0.435468914466791	0.39278784689787	1.33162328985917	0	0	1.02132318985817	1.14990620675034	0.234934482566884	0.48899880116495	0.468659023397782	0.128036151919112	0
DNA2	chr10:70192151-70192267:-	0.341907008673264	0.106768240846132	0.938658127250636	1.06310548374169	0.20668609912009	0.696303010845702	0.137224913905719	0.45298253467131	0.292439441949616	0.800123391828994	1.03102054619563	0.0671874725369106	0	1.5161342899379	0.893089547420368	0.11043928667674	0	0.95467578840289	0.481503477302643	0
DNA2	chr10:70196768-70196998:-	0.494781942050364	0.216309682753203	0.365710958669079	0.466661887668428	0.139580222782398	0.906873309116294	0.312765875200696	0.0327761017665698	0.562850977882247	0.124694554570752	0.410304094914589	0.476420259807185	0.533210863169474	0.921494607390827	0.714227457608907	0.307652298599491	0.432447919397575	0.706708051155386	0.579211163443601	0
DNA2	chr10:70202674-70202868:-	0.38098209537878	0.160152361269198	0.389904145165649	0.722911728944346	0.0413372198240179	1.58160255320667	0.164669896686862	0.038827074400398	0.666761927645124	0.110786315791707	0.618612327717381	0.806249670442928	0.355303007861967	0.879357888163982	1.12811311253099	0.762031078069508	0.394064967971755	0.484681554112236	0.505578651167775	0.150572707697981
DNA2	chr10:70204678-70204840:-	0.0350597020287221	0.0766373262515181	0.518277493573971	0.254362661754146	0	1.49940096200516	0.492494322913162	0.092899135068437	0.335856831490602	0.265071553121262	0.475751373858021	0.578719088600138	0.0944568323559421	0.435307268522047	1.14714569571786	0.713451342764463	0.377141932537385	0.21084864038346	0.216011912746968	0
DNA2	chr10:70206053-70206170:-	0.0968598547573169	0	0.286370276110364	0.0702730743490266	0	0.690402137872433	0.884402940892364	0	0	1.159500847481	0.36510110140705	0.39970852305857	0	0.651423800846199	0.885520991933755	0.38326176181462	0	0	0.2387114696797	0
DNA2	chr10:70209785-70210004:-	0.0779281558729323	0.0283906458613579	0.268797554621773	0.188459608481481	0.329758276323416	0.740613202444974	0.656808337921462	0.309734161694084	0.34215414708105	0.78557569379574	0.430819299660319	0.714630389710777	1.01476692396941	0.591292373075781	1.19990212878296	0.0881004309625814	0.104785457392489	0.117164755849446	0.192054227878668	0.355899127286137
DNA2	chr10:70218861-70218992:-	0.259760519576441	0	0.127998835534178	0.691018564432095	1.70985772908438	1.19027121821514	0.364893521067479	0.229432712365988	0.414732299492182	0.272769338123521	0.456929560245793	0.774182922186675	0.291599690795806	0.716718027970644	0.95825517229195	0.0978893677362016	0.23285657198331	0.13018306205494	0.426787173063706	0.370728257589726
DNA2	chr10:70225424-70225569:-	0.313135968804477	0.0427804252705392	0	0.738348603091828	0	1.15584937172185	0.549839552293461	0.207432315289798	0.703056466604898	0.0986453496775472	0.295081712096109	0.75378821928397	0.0527276153219814	0.890988507374464	0.602690566968612	0.44251358017735	0.263159824501686	0.235399509469206	0.289396781734979	0.268143178092295
DNA2	chr10:70227880-70228063:-	0.310583229928353	0.373398711872207	0.1377378773683	0.315464996805957	0.26285079996794	0.853890221763033	0.0872571463422232	0.329186065568592	0.59505069057574	0.234818821515031	0.187312738982747	0.683559503201613	0.0836764330109704	0.578438191052394	0.4483329964882	0.210674943606173	0.417623199752675	0.373568786766348	0	0
DNA2	chr10:70229738-70229920:-	0.249824324838544	0.034130831090157	0.507798659004443	0.181250770998582	0.220239285947636	0.953951431720692	0.263201884048673	0.248238672395987	0.261757270990968	0.236101984474129	0.282504458793652	0.902074426356226	0.042066840639395	0.484665879570312	0.751304839288058	0.458956707746781	0.209952646870197	0.328658877974765	0.230884864116431	0.0534821092916326
DNA2	chr10:70231548-70231879:-	0.0860652323897846	0.037626157165655	0.127227758211683	0.0499531492360551	0	0.157746787956223	0.169257838085517	0	0.103058478036461	0.108450459735858	0.0778589095771661	0.165742590384728	0	0.0890500561861116	0.380993020308848	0.136219541849774	0.208308439394708	0.0517595306965422	0.14847565809897	0
KAT5	chr11:65479489-65479916:+	1.92271337854711	2.02847184682319	2.32910030640228	1.66619429554655	2.46719458038443	2.69201527858003	4.46397774838626	1.20291356670392	2.5741503588808	1.14410167242838	3.62371373546063	2.05706691617682	2.80589758545198	3.02553807718682	3.04531235371611	3.47187056597089	1.93902061343111	2.81049414342907	4.06395122388115	2.08092889260177
KAT5	chr11:65480091-65480305:+	8.08036444152203	7.78563944179376	6.87621651358024	6.24809343839997	11.5849961883544	9.25643477607306	10.4919616150658	5.03578125420976	10.439680022566	4.32066631587657	8.33585249575314	8.77499641319279	7.12534016541789	11.0832942488158	9.4131856924679	9.67602252618491	6.04019117186474	11.6292832084985	10.5466058162208	6.87381919095667
KAT5	chr11:65480393-65480529:+	26.8216956929075	23.6616346310207	16.3408732371735	18.2186792315966	30.2425514084768	27.9486880046753	27.7745229028589	16.1925904807791	29.8198577821003	16.5047350752463	25.2202246954435	26.7386523916602	26.4099924335355	33.40586107742	28.8626092960598	31.4546404852778	24.7915763426902	34.6819080210305	32.5370702851378	21.5033213584744
KAT5	chr11:65480819-65480974:+	9.26812212796455	8.9284941407578	5.4153353495229	5.58130378964385	9.09418836128394	10.0715256925896	12.5046202796586	7.66834719407861	8.55385367702626	4.38529166675506	9.94198383831505	10.0277302761339	9.17866103643414	12.6976246782299	8.70762308734859	16.0275014789619	12.0189815231385	13.8795172313959	14.5353862210735	8.46971480801143
KAT5	chr11:65481064-65481138:+	32.5358709453478	29.480846662434	17.684319117402	19.2379568337895	29.8785424888002	29.9489872150606	36.6061180334895	18.1710708193863	29.1059127783614	19.1069465968764	33.2018073604886	30.1859876613832	38.2858730027261	39.6560084876157	27.8643938795155	39.281045485183	33.9132311436492	44.6788268972552	39.4351347910864	30.7971378144937
KAT5	chr11:65481245-65481319:+	28.5736571534085	29.9805220295939	21.4014053013145	22.3337200024453	30.4159263465124	31.7335123599994	37.4624014962612	20.8967314422942	31.1132171079035	19.5870206319738	38.0269835166841	32.5966741760076	34.0775062651611	37.133161029159	26.8378109471123	38.678046979928	33.093576010268	47.8865375462889	38.2145234761242	35.103517254656
KAT5	chr11:65481966-65482214:+	29.2392282838895	31.7063084382586	21.0689167598546	22.9784486485853	33.9264025832783	32.3205641101417	33.1422966765546	24.1429555398138	35.1223293148259	21.1984498630356	35.2960390083153	34.6954489205365	33.5754207831007	34.0527414855691	31.8708943945314	40.6063967609328	35.8290515758897	45.9624632585295	45.16488113982	25.9420448202546
KAT5	chr11:65482292-65482381:+	44.130426048042	51.9801180559394	29.47386519567	35.0116072645595	54.4548975815063	44.2898450827212	40.9410530637711	36.4262669666401	56.1893143761992	32.645034386623	40.49701416807	61.1406000085887	52.9467278567638	51.5738347627209	49.9237057007986	61.8791323249776	60.7910890591094	64.8224860325562	70.7328608157582	32.0803518900976
KAT5	chr11:65484138-65484278:+	39.7194099437451	38.0515195381518	27.3209429378483	27.5819324866938	44.6485949865164	36.5654319707635	33.1923709305779	32.5940897971852	44.2616428564423	23.7483432255627	29.9434690544051	53.6885086397607	40.1290808524952	38.4130364352777	38.9649068947872	49.7611228500708	49.4300003973932	51.1259353065973	62.3290884236016	23.3227513200277
KAT5	chr11:65484360-65484453:+	45.7178514454536	40.1335002346514	29.3879879627513	32.7278154133158	46.8209978155658	38.7527546507302	41.333895875814	34.392939893076	44.7712341393289	24.4378112546919	35.2905170998346	48.2527562073862	43.4868202707652	41.2646592274162	41.4806591417479	51.4793936667169	49.0485119709525	56.4883695223072	59.9318157919247	34.3594104268265
KAT5	chr11:65486061-65486220:+	50.0753341613484	39.9740293727919	31.0989170784726	30.5775714761202	42.6212572148015	37.3513720893789	45.3562646686876	27.7771316952598	52.3495845034007	27.3192130597612	32.9038240115568	41.6629517201383	45.61202363428	42.4991393148218	37.8437882335689	49.0609274922875	41.9272811391698	54.9356248989088	48.4136699444141	39.1489040014751
KAT5	chr11:65486344-65486425:+	66.5557136134271	59.9458100540915	46.3605538459156	36.9105038074705	61.9302128704951	50.1010638518089	58.0536692176382	41.180373909788	69.1818994951685	36.6202815796856	39.1940484812924	55.4100002168429	64.8716853582123	58.1197137437902	48.2887442071193	76.5041222041733	65.4099790129702	76.8048314157788	75.4866800552373	46.7877145383482
KAT5	chr11:65486518-65487074:+	26.4806495917226	24.3558100868783	16.0161702717954	12.8923966276092	23.3573845515497	17.331944513232	28.4787273749469	13.5929614148611	22.9495133482012	13.109382538297	17.8206044240103	19.8005220904963	27.9458254478147	20.9871637624923	18.8979199726186	26.9447075091184	26.2534288401793	28.3677539925606	28.977086734153	21.7181532072815
MUS81	chr11:65627872-65628359:+	1.92052449719631	1.39509772081017	0.709764034744846	0.509767793433513	0.677235804288982	2.69491279461096	2.30301648542589	0.543022095866223	1.57054362594581	0.870626067748352	2.26003567034921	1.07926761724763	1.02537924058525	2.33851286892676	1.75805332393406	2.48895753047293	1.74785578519439	2.18323397511808	2.33770924917886	2.00557909843622
MUS81	chr11:65628444-65628573:+	7.3851913873425	6.29398779787949	4.15897754843359	3.06174379317605	3.10029148680134	8.05722055407169	9.69494016743901	2.56258691042627	4.05321066542168	3.48976894743877	6.95938868682053	6.89343468228703	6.51388847746939	7.91422099347584	5.33033445670894	6.1625121965621	6.38385248114243	6.60929391971231	6.9878192143546	7.45334903105006
MUS81	chr11:65628821-65628906:+	11.9610657851477	7.62585952787636	7.1709115070194	6.26737767740738	7.21719018206545	11.4352154762891	14.0950729882112	5.10621176126165	8.91192197048317	5.94510287649683	9.9188629456678	9.78046475220447	8.32483210281236	11.9633573157193	8.12143059064826	9.31542541340783	8.66713821998342	10.7900565852048	11.1361676320344	12.8599597446706
MUS81	chr11:65629418-65629516:+	13.8538943774102	8.13865181358925	6.74127200480003	5.02558955950615	8.14217966230656	11.9321015949468	15.0822655374558	6.95945894176831	11.3360161861197	7.27384901662722	12.3588566771243	9.21079168960557	7.69823183700928	13.6176425314422	11.6657151409455	11.7467241283442	10.4009268819212	13.7994045778236	11.7366472592519	12.4564694550148
MUS81	chr11:65629682-65629750:+	15.4049282044463	6.24594208949873	6.85628545122204	5.04743994889531	6.89253208804821	10.035845569363	17.9168007156032	7.79073688512334	13.5869907681461	6.99238268511425	10.8641388609993	12.9876305608306	7.80980041435724	14.3966838661929	11.0788064909973	12.0786967667539	15.0344351910963	13.1994304657443	11.2263582479801	11.4893522613025
MUS81	chr11:65629915-65630000:+	13.1571723636625	6.97221442548695	6.87621651358024	5.11032333696294	8.99805529192576	10.5555835165745	12.9749347374924	5.89855496559535	10.4237658761901	6.53123977981342	11.5219115025434	12.2484324934149	11.5473477555139	12.3071319512285	9.78408567219829	11.3437841727789	10.722232849464	11.1896883105827	9.00719440826309	6.8282972095596
MUS81	chr11:65630536-65630676:+	12.6453631657638	8.10643547786005	7.18972182574956	4.82242742837718	12.0625525507746	10.854072921344	12.9808929196771	5.79927792108073	10.6771506890541	7.04789540887667	9.22747719839832	11.7077744697297	12.066022950206	11.658104944331	9.78998161220379	11.6384209980829	10.9541676735127	9.93269064955347	10.1384655048006	8.46837994358148
MUS81	chr11:65630881-65630973:+	15.9766685158843	10.3427428148689	6.17697606319774	2.94240162919473	9.96760381240432	11.3253524275572	15.0194881574872	5.86163574818912	10.0070890329081	8.20771737424581	8.15313943443184	12.9325047944434	12.8303863950155	15.1955781897969	11.5904524626168	12.9213965411786	16.9384377362053	13.9505849079519	14.2354173208991	11.3658108391379
MUS81	chr11:65631071-65631192:+	13.818407967632	11.8775292193746	7.2015082549721	4.0781423474681	10.2411267965651	10.6365584636857	15.9895144559569	6.26802647799868	11.6108046632422	7.02403403810535	7.1332375845397	9.08517815115914	14.7023608034685	14.4915097991523	11.3597291700354	11.2797437019305	11.8413292834791	12.6064155337464	11.775128069938	9.62677967249387
MUS81	chr11:65631275-65631559:+	6.01550676913863	5.7199680188041	3.29024375131013	2.26945044318751	6.50517301441124	5.20656649839136	6.81646703916932	2.60345751505827	5.76259616136506	3.28471708224534	3.8093495969965	4.7717250232267	6.3206535082813	6.70131356152552	5.82759484183773	6.27934533667803	5.04195756389124	5.69790707394146	4.32402793761913	4.80776014053202
MUS81	chr11:65631968-65632084:+	16.8999750001356	14.7340172367662	10.1808304571031	7.72523318185624	17.0171554942207	15.567345885336	20.1034498871878	7.18300876407364	16.6690481911281	9.84767251481839	12.3722465543476	13.4374945073821	16.1860259137118	20.0129726271803	13.960399767571	18.1672626583238	13.9236288683353	18.4325863760866	11.1949558472864	12.7986801543284
MUS81	chr11:65632191-65632616:+	11.6038560740368	6.8617391969141	5.01719379283967	4.068250139896	7.5309427946996	7.29436946874879	9.00755931348734	4.30105549519902	9.05985628890669	5.61213308634985	6.71511772240497	6.4216082906405	9.3065478780746	8.95266621206288	7.00999160330657	8.56876648564074	7.10704495053285	9.05597385196262	7.86851281042804	7.16810918336867
MUS81	chr11:65632691-65632794:+	25.6063927567084	17.1162836106456	11.0472841130267	8.7706202408689	14.5713699879663	16.3942057107153	25.6267526718929	8.8088925045903	17.8314949728778	12.463460526567	17.315621851732	15.1927672274089	18.4313435328395	20.5246679500343	17.3976194073139	17.0835771578083	17.2896004697607	17.184164191252	21.5322336256275	19.0098043468701
MUS81	chr11:65633282-65633365:+	29.4580798748235	16.9532713857823	14.8844360178315	9.67425990204933	15.4497859092267	17.0416609338104	27.236694965394	8.74302514623249	23.0546722914136	10.5444832708892	18.9765643897998	19.090840410845	22.4531761912771	23.5109110246799	18.5282506294711	18.1514856173699	24.1505530371261	20.3550516313045	21.1259650666534	20.9726271436474
MUS81	chr11:65633457-65633912:+	13.4471640901786	9.04017934006395	7.37340660485039	5.23719333043272	10.3057496396787	9.27738687335911	12.323158386928	4.44978707930877	13.2209562972985	6.86948043642656	7.84166707715054	7.25757310252326	12.3408058615215	12.2926572297333	8.53877721030859	7.15493997071842	8.17295928638788	9.98641120763549	8.06122351227565	8.32772738627868
MRE11A	chr11:94150469-94153347:-	2.20728772174993	1.88745037091486	2.3856066401851	2.54613578725101	3.7489943668462	4.53764775328205	1.70925808444461	1.97763188262396	5.02951146386595	2.4962515822883	3.67221452367635	3.58233615293711	3.38786375043097	4.48141701303006	3.16143022092362	2.75797088383267	1.46799124053389	2.74266184295947	1.81981220442169	1.30541673641598
MRE11A	chr11:94163077-94163152:-	10.2263615075357	6.57467588368287	7.11404054337324	3.49146222028848	11.2426359705586	13.3992520179189	8.55579282292431	7.9697679032396	12.7857602330287	7.76961925223418	10.6571089915974	9.6193011667648	7.39435426449575	11.7480458334793	12.3739907030743	8.84095552817484	4.65100363514032	11.3053711784553	5.83743771578582	5.92384731601267
MRE11A	chr11:94168998-94169065:-	13.0262260552303	9.7363214924539	10.8083722593713	5.48750036460782	9.8388662184078	14.5477593337406	8.85403396707853	8.23933358231976	12.3779294385204	9.10728684228885	14.0649830183222	13.7566350019325	8.83032475421652	15.9127212165982	13.0209967529083	14.4415608401408	9.83134144358945	13.6462480342295	6.21351913725101	7.34041950027657
MRE11A	chr11:94170343-94170401:-	11.623182570878	8.36321059441355	10.8820704921938	5.76239209662018	6.96777374830268	12.8217539890595	8.29978144529757	7.69960627940097	12.1783679469526	7.93342685118579	13.2896800912166	14.1230344814028	7.43727482558524	14.7321998037525	11.1855283191632	10.9503360518463	8.33547593269068	14.1259654792495	6.56456541619175	6.63540745787713
MRE11A	chr11:94178976-94179059:-	7.41554435647982	7.06386307740928	7.64335903618375	5.92301626656082	5.46979998028523	10.5990818002967	8.40992686650761	5.40805679148401	11.6495340553786	7.11538302019356	10.770482491508	13.1951396957311	5.40709140932795	13.5152542417321	10.0825109432457	10.1525258537832	7.31834940518974	10.5355292363033	5.78449043491701	5.70921516688178
MRE11A	chr11:94180385-94180604:-	10.4163968350153	7.01248952775539	6.64313956422382	5.95532362801478	8.97675307769298	12.5639739700487	7.62627459031031	9.60175901251661	10.7623031718221	6.18640858864145	9.90884389218733	13.5065143655337	9.16789427862014	12.7127860211293	13.0489356505147	10.8363530083975	7.61440990385423	10.5448280264501	6.33778951999603	4.00386518196904
MRE11A	chr11:94189442-94189504:-	10.2502325661434	6.84079371707004	6.43651287257579	7.10761951987298	8.70050055343615	15.0557763263474	5.60661791100507	11.7775459014541	12.5999622417149	7.77262723491023	12.3091228474377	12.3528967364291	8.79797924229632	12.7644067838581	15.4511206662727	13.9469042031769	9.87977169700614	9.68314013951502	7.82443150616794	4.81593660335606
MRE11A	chr11:94192574-94192747:-	8.57209714602255	6.9997626865072	6.55442312993979	6.81487273888204	7.96810547642276	11.7050937168027	4.70586816824955	7.44074020621421	11.1298417958549	6.78725359965285	9.30965842944137	11.8365792134854	6.94610573799113	11.9617767426825	12.6426469507784	12.364439793714	7.68426687544922	7.1106886308629	7.44670033000811	3.88114134497382
MRE11A	chr11:94194102-94194202:-	11.0333923661676	9.27615161806742	10.1207792136232	10.1805507314352	8.45980528477674	16.0169389892272	6.04061353687945	11.7692166610711	14.1604389584039	10.5521223556061	12.5406806039736	19.3799271031467	9.83239511855641	16.0410010121548	16.1174972414081	15.9918274024488	12.2491778905676	11.0591155686275	9.06394540813514	3.97303233678336
MRE11A	chr11:94197279-94197405:-	9.22456648259644	5.75413562575867	8.18184682572011	8.29222277318514	8.31464000318534	16.3576380540012	5.49926141199334	9.41938710453751	11.1536863694138	9.58258014938504	12.9585017693104	14.6077204070014	7.39515184342624	11.7327305523698	12.9477628004172	10.5813011045872	6.29262799249385	10.6217077875062	8.37275780856869	4.00736812613524
MRE11A	chr11:94200979-94201059:-	10.8650449422837	5.39772773166557	6.77919758569904	6.1423872393964	4.77674540188652	14.6555205139905	5.94641293591447	8.41253278675291	10.0534181488012	8.17903911647416	12.7650162862317	15.3336742878683	7.41311213934227	9.70887476778751	15.8875930014781	11.3261624002924	7.20992941400174	10.7135838476324	7.38974086693639	2.77908886430224
MRE11A	chr11:94203637-94203808:-	7.80791794308255	5.48335613671109	5.05893072070547	5.92990349477775	5.43632507220515	12.1456874437508	3.9204838775157	6.38276470157706	8.39471221326763	5.90323595483136	8.81676706281583	10.8316361975349	8.54861791202775	8.59436588772937	11.1269993919118	7.70025084576051	5.40579239493812	6.59392346873624	4.54453899689638	2.44680650009219
MRE11A	chr11:94204740-94204925:-	8.11123170806435	4.43260406351523	6.54032759632701	8.38138645891832	9.31754269420404	12.7332001050159	3.3664370008161	6.47222280529216	11.0004397824983	6.19450367867609	10.9326187870791	11.3265074670289	6.41519319750773	12.1755364993561	13.2757988666198	8.26691499139922	2.39616924073148	7.02148644373738	4.16461676941197	2.84145270978448
MRE11A	chr11:94209455-94209569:-	4.91963836206511	3.20443985461239	4.84837328336416	6.48956564857968	9.04206751889714	10.9803957405972	4.11853730735293	4.2794188523917	9.1637806348664	6.32445359280483	9.36563694913736	11.5521556041073	6.4932912016513	9.76917833777377	10.5687031705485	7.69665793974552	1.40321395116899	5.67824555884849	5.51112132173568	3.4042525218674
MRE11A	chr11:94211901-94212042:-	3.66225746614109	3.73876815216473	3.80751465701667	5.13884228197389	7.66339656244558	8.48277797770224	3.95729593270364	5.86507567527139	8.52975831455577	5.32476482590422	10.3760704566077	9.57705374380006	6.45133513101482	9.45234990761988	8.94645337217579	6.41520039544431	2.48926955120186	6.05076203917324	5.15751259843183	3.30835808463169
